nome_item,data_criacao_aceite_transacao,deposito_destino_nome
1000012702 ONU AN5506-01A SEM WIFI 1 LAN APC,14/12/2023,CD Sergipe
1000012704 ONU AN5506-01A SEM WIFI 1 LAN UPC,6/12/202319/12/2023,Triagem - Laboratorio - CD SERGIPECD Sergipe
